key,E1,E2,E3,G12,G23,G13,total_volume,total_area,relative_density,surface_area,average_face_area,num_faces,specific_stiffness_E1,specific_stiffness_E2,specific_stiffness_E3,anisotropy_index,avg_shear_modulus,shear_anisotropy
adjacency_matrix_10_1_2_3_4_5_9_16_18_19_20,0.213020933,0.253070279,0.345833898,0.150134555,0.14940299,0.163886786,3.7997440000000005,10.70674216747284,0.47496800000000006,949.936,1.070674216747284,10,0.44849533652793444,0.5328154296710514,0.7281204165333242,1.6234737738192142,0.154474777,1.0969444855153165
adjacency_matrix_10_1_2_3_4_6_10_11_13_17_20,0.258997721,0.322754974,0.271182371,0.138018677,0.145395456,0.151869077,3.6458240000000006,11.522879540920258,0.4557280000000001,911.456,1.1522879540920257,10,0.5683164541129796,0.7082184417020677,0.595053125987431,1.2461691660985694,0.14509440333333334,1.1003516357427479
adjacency_matrix_10_1_2_3_4_6_10_11_17_18_19,0.248377391,0.266819583,0.265558222,0.133677646,0.144465671,0.129184399,3.5838080000000008,10.840716779232025,0.4479760000000001,895.952,1.0840716779232025,10,0.5544435215279389,0.5956113340893261,0.5927956453024268,1.074250687334098,0.13577590533333334,1.1182903827264776
adjacency_matrix_10_1_2_3_4_6_11_12_14_17_20,0.1834446,0.241263282,0.260503367,0.10388011,0.111056297,0.120226172,3.1800320000000006,10.426503241062164,0.3975040000000001,795.008,1.0426503241062164,10,0.4614912051199484,0.6069455452020607,0.655347787695218,1.4200656056378873,0.11172085966666667,1.1573550701861983
adjacency_matrix_10_1_2_3_4_6_11_13_14_17_18,0.185335292,0.332804564,0.263768743,0.135254007,0.139250802,0.140925812,3.5786240000000005,10.840716779232025,0.44732800000000006,894.6560000000001,1.0840716779232025,10,0.4143163226983332,0.7439833053151155,0.5896539966199299,1.79568910167417,0.1384768736666667,1.0419344692686259
adjacency_matrix_10_1_2_3_4_6_7_10_11_13_17,0.259737833,0.337390772,0.25973783,0.145441631,0.145441631,0.144637632,3.6509440000000004,11.522879540920258,0.45636800000000005,912.736,1.1522879540920257,10,0.5691412040283279,0.7392954194860287,0.5691411974546856,1.2989666233832784,0.1451736313333333,1.005558712410336
adjacency_matrix_10_1_2_3_4_6_7_8_10_12_17,0.325822557,0.274933708,0.274933708,0.148657887,0.160124664,0.148657887,3.7840640000000008,11.388904929161072,0.4730080000000001,946.0160000000001,1.1388904929161072,10,0.6888309648039779,0.5812453658289076,0.5812453658289076,1.1850949793322543,0.15248014599999998,1.0771353423044416
adjacency_matrix_10_1_2_3_4_6_7_8_10_12_18,0.337307525,0.277860694,0.277860694,0.162043679,0.166410626,0.162043679,3.988864000000001,11.254930317401886,0.4986080000000001,997.216,1.1254930317401886,10,0.6764984216057502,0.5572728355742386,0.5572728355742386,1.2139447294405734,0.163499328,1.0269491968273567
adjacency_matrix_10_1_2_3_4_6_7_8_13_15_16,0.286687646,0.343703097,0.343703097,0.178073664,0.176000661,0.178073664,4.196480000000001,11.803118467330933,0.5245600000000001,1049.1200000000001,1.1803118467330933,10,0.5465297506481621,0.6552217039042243,0.6552217039042243,1.1988765536133357,0.17738266300000002,1.0117783819005088
adjacency_matrix_10_1_2_3_4_6_7_9_10_12_13,0.278585959,0.341943325,0.27757193,0.163082606,0.15976932,0.164141422,3.9585920000000008,11.254930317401886,0.4948240000000001,989.648,1.1254930317401886,10,0.5630000949832666,0.6910402991770811,0.5609508229188559,1.2319088785382586,0.16233111600000003,1.0273650911201226
