key,E1,E2,E3,G12,G23,G13,num_faces,specific_stiffness_E1,specific_stiffness_E2,specific_stiffness_E3,normalized_E1,normalized_E2,normalized_E3,anisotropy_index,avg_shear_modulus,relative_density
adjacency_matrix_6_1_3_5_14_15_16,48.98898375,36.59468264,163.675494,20.34273199,20.34273199,20.34273199,6,48.98898375,36.59468264,163.675494,0.245008623540312,0.1830210005636411,0.8185903119947983,0.6945738014478365,20.34273199,0.18745600000000004
adjacency_matrix_6_1_3_6_7_16_19,68.67666726,53.54029108,163.6124472,20.05334876,20.05334876,20.05334876,6,68.67666726,53.54029108,163.6124472,0.3434726427593758,0.2677710786653836,0.8182749960093627,0.5575536393722297,20.05334876,0.18780800000000003
adjacency_matrix_8_1_2_3_9_14_17_18_20,84.5833929,84.62803459,163.328311,17.97950529,17.97950529,17.97950529,8,84.5833929,84.62803459,163.328311,0.4230269559081924,0.4232502224098049,0.8168539455214564,0.388819320667689,17.97950529,0.18709600000000004
adjacency_matrix_8_2_3_7_14_15_16_17_19,62.20946747,87.45039499,163.1861086,21.073056,21.073056,21.073056,8,62.20946747,87.45039499,163.1861086,0.311128233926684,0.4373656945793758,0.8161427486028608,0.4660204843314188,21.073056,0.22131200000000004
adjacency_matrix_5_12_16_17_19_20,64.48990059,64.48990059,163.0262895,17.59039148,17.59039148,17.59039148,5,64.48990059,64.48990059,163.0262895,0.3225333649793758,0.3225333649793758,0.8153434452756826,0.5274874649786744,17.59039148,0.13406400000000002
adjacency_matrix_5_1_2_12_14_16,67.04671039,67.2198227,162.5247199,17.97386101,17.97386101,17.97386101,5,67.04671039,67.2198227,162.5247199,0.3353207388295708,0.3361865254931078,0.8128349450395318,0.5067997294022796,17.97386101,0.133312
adjacency_matrix_8_2_3_5_9_12_16_17_18,49.06221802,75.28682162,162.4558299,21.36756455,21.36756455,21.36756455,8,49.06221802,75.28682162,162.4558299,0.245374890123433,0.3765320103387776,0.8124904054556567,0.5538332542862234,21.36756455,0.22094400000000003
adjacency_matrix_8_2_3_5_9_16_17_18_19,50.07781765,74.03552792,162.4150477,21.36718126,21.36718126,21.36718126,8,50.07781765,74.03552792,162.4150477,0.2504542089491547,0.3702739146688166,0.8122864414228868,0.5527982278860789,21.36718126,0.22094400000000003
adjacency_matrix_6_2_3_5_16_18_19,38.43568874,50.78381514,162.2894333,20.70904172,20.70904172,20.70904172,6,38.43568874,50.78381514,162.2894333,0.1922284250897789,0.2539851144713134,0.8116582060751626,0.6777853897585989,20.70904172,0.18888000000000002
adjacency_matrix_8_2_3_7_9_14_16_19_20,75.07002099,73.23096594,162.0477677,20.51470784,20.51470784,20.51470784,8,75.07002099,73.23096594,162.0477677,0.375447725263381,0.3662500585243693,0.8104495638156046,0.4554474880639261,20.51470784,0.22096000000000005
